phylum;class;order;family;genus;species;specificEpithet;sex;sampleSizeValue;inTextReference;publicationYear;fullReference;body_mass;body_mass___units;body_mass___minimum;body_mass___maximum;body_mass___method;body_mass___comments;body_mass___metadata_comment;original_body_mass;original_body_mass___units;metabolic_rate;metabolic_rate___units;metabolic_rate___minimum;metabolic_rate___maximum;metabolic_rate___method;metabolic_rate___comments;metabolic_rate___metadata_comment;original_metabolic_rate;original_metabolic_rate___units;original_respiratoryQuotient;original_temperature;mass_specific_metabolic_rate;mass_specific_metabolic_rate___units;brain_size;brain_size___units;brain_size___minimum;brain_size___maximum;brain_size___method;brain_size___comments;brain_size___metadata_comment;original_brain_size;original_brain_size___units
Arthropoda;Arachnida;Araneae;Deinopidae;Deinopis;Deinopis_spinosa;spinosa;male;1;Stafstrom,_Michalik,_&_Hebets,_2017;2017;Stafstrom,_J._A.,_Michalik,_P.,_&_Hebets,_E._A._(2017)._Sensory_system_plasticity_in_a_visually_specialized,_nocturnal_spider._Scientific_Reports,_7,_46627._doi:10.1038/srep46627;;;;;;;;;;;;;;;;;;;;;;;3.95865503124e_08;kg;;;micro_CT;;;38210955.9;um3
Arthropoda;Arachnida;Araneae;Deinopidae;Deinopis;Deinopis_spinosa;spinosa;male;1;Stafstrom,_Michalik,_&_Hebets,_2017;2017;Stafstrom,_J._A.,_Michalik,_P.,_&_Hebets,_E._A._(2017)._Sensory_system_plasticity_in_a_visually_specialized,_nocturnal_spider._Scientific_Reports,_7,_46627._doi:10.1038/srep46627;;;;;;;;;;;;;;;;;;;;;;;3.50068612376e_08;kg;;;micro_CT;;;33790406.6;um3
Chordata;Aves;Casuariiformes;Casuariidae;Casuarius;Casuarius_casuarius;casuarius;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;43.85;kg;;;;brain_volume_is_raw_in_this_source,_but_body_mass_is_from_the_handbook_of_australian,_new_zealand_and_antartic_birds_(volumes_1_7);;43850;g;;;;;;;;;;;;;;0.0376586;kg;;;skull_filling;relative_brain_weight_;;36.35;ml
Chordata;Aves;Casuariiformes;Casuariidae;Dromaius;Dromaius_novaehollandiae;novaehollandiae;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;36.5;kg;;;;;;36500;g;;;;;;;;;;;;;;0.02991968;kg;;;skull_filling;;;28.88;ml
Chordata;Aves;Galliformes;Megapodiidae;Alectura;Alectura_lathami;lathami;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;2.3;kg;;;;;;2300;g;;;;;;;;;;;;;;0.00588448;kg;;;skull_filling;;;5.68;ml
Chordata;Aves;Galliformes;Megapodiidae;Leipoa;Leipoa_ocellata;ocellata;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;2;kg;;;;;;2000;g;;;;;;;;;;;;;;0.004662;kg;;;skull_filling;;;4.5;ml
Chordata;Aves;Galliformes;Phasianidae;Coturnix;Coturnix_pectoralis;pectoralis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.105;kg;;;;;;105;g;;;;;;;;;;;;;;0.00099456;kg;;;skull_filling;;;0.96;ml
Chordata;Aves;Galliformes;Phasianidae;Excalfactoria;Excalfactoria_chinensis;chinensis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.0375;kg;;;;;;37.5;g;;;;;;;;;;;;;;0.00058016;kg;;;skull_filling;;;0.56;ml
Chordata;Aves;Anseriformes;Anseranatidae;Anseranas;Anseranas_semipalmata;semipalmata;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;2.4;kg;;;;;;2400;g;;;;;;;;;;;;;;0.0091168;kg;;;skull_filling;;;8.8;ml
Chordata;Aves;Anseriformes;Anatidae;Dendrocygna;Dendrocygna_eytoni;eytoni;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;1;kg;;;;;;1000;g;;;;;;;;;;;;;;0.00472416;kg;;;skull_filling;;;4.56;ml
Chordata;Aves;Anseriformes;Anatidae;Dendrocygna;Dendrocygna_arcuata;arcuata;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.8;kg;;;;;;800;g;;;;;;;;;;;;;;0.00467236;kg;;;skull_filling;;;4.51;ml
Chordata;Aves;Anseriformes;Anatidae;Biziura;Biziura_lobata;lobata;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;1.975;kg;;;;;;1975;g;;;;;;;;;;;;;;0.00903392;kg;;;skull_filling;;;8.72;ml
Chordata;Aves;Anseriformes;Anatidae;Stictonetta;Stictonetta_naevosa;naevosa;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.91;kg;;;;;;910;g;;;;;;;;;;;;;;0.00456876;kg;;;skull_filling;;;4.41;ml
Chordata;Aves;Anseriformes;Anatidae;Cereopsis;Cereopsis_novaehollandiae;novaehollandiae;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;5;kg;;;;;;5000;g;;;;;;;;;;;;;;0.00914788;kg;;;skull_filling;;;8.83;ml
Chordata;Aves;Anseriformes;Anatidae;Cygnus;Cygnus_atratus;atratus;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;6.1;kg;;;;;;6100;g;;;;;;;;;;;;;;0.0125874;kg;;;skull_filling;;;12.15;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_radjah;radjah;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.885;kg;;;;;;885;g;;;;;;;;;;;;;;0.00536648;kg;;;skull_filling;;;5.18;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_tadornoides;tadornoides;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;1.45;kg;;;;;;1450;g;;;;;;;;;;;;;;0.00603988;kg;;;skull_filling;;;5.83;ml
Chordata;Aves;Anseriformes;Anatidae;Chenonetta;Chenonetta_jubata;jubata;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.8;kg;;;;;;800;g;;;;;;;;;;;;;;0.00422688;kg;;;skull_filling;;;4.08;ml
Chordata;Aves;Anseriformes;Anatidae;Malacorhynchus;Malacorhynchus_membranaceus;membranaceus;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.375;kg;;;;;;375;g;;;;;;;;;;;;;;0.0029526;kg;;;skull_filling;;;2.85;ml
Chordata;Aves;Anseriformes;Anatidae;Nettapus;Nettapus_pulchellus;pulchellus;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.28;kg;;;;;;280;g;;;;;;;;;;;;;;0.00277648;kg;;;skull_filling;;;2.68;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_rhynchotis;rhynchotis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.65;kg;;;;;;650;g;;;;;;;;;;;;;;0.00366744;kg;;;skull_filling;;;3.54;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_gracilis;gracilis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.4965;kg;;;;;;496.5;g;;;;;;;;;;;;;;0.00364672;kg;;;skull_filling;;;3.52;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_castanea;castanea;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.65;kg;;;;;;650;g;;;;;;;;;;;;;;0.00386428;kg;;;skull_filling;;;3.73;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_superciliosa;superciliosa;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;1;kg;;;;;;1000;g;;;;;;;;;;;;;;0.00552188;kg;;;skull_filling;;;5.33;ml
Chordata;Aves;Anseriformes;Anatidae;Aythya;Aythya_australis;australis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.85;kg;;;;;;850;g;;;;;;;;;;;;;;0.00506604;kg;;;skull_filling;;;4.89;ml
Chordata;Aves;Anseriformes;Anatidae;Oxyura;Oxyura_australis;australis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.85;kg;;;;;;850;g;;;;;;;;;;;;;;0.00416472;kg;;;skull_filling;;;4.02;ml
Chordata;Aves;Phaethontiformes;Phaethontidae;Phaethon;Phaethon_rubricauda;rubricauda;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.8;kg;;;;;;800;g;;;;;;;;;;;;;;0.00468272;kg;;;skull_filling;;;4.52;ml
Chordata;Aves;Podicipediformes;Podicipedidae;Tachybaptus;Tachybaptus_novaehollandiae;novaehollandiae;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.165;kg;;;;;;165;g;;;;;;;;;;;;;;0.00171976;kg;;;skull_filling;;;1.66;ml
Chordata;Aves;Podicipediformes;Podicipedidae;Poliocephalus;Poliocephalus_poliocephalus;poliocephalus;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.24;kg;;;;;;240;g;;;;;;;;;;;;;;0.00178192;kg;;;skull_filling;;;1.72;ml
Chordata;Aves;Podicipediformes;Podicipedidae;Podiceps;Podiceps_cristatus;cristatus;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;1.1;kg;;;;;;1100;g;;;;;;;;;;;;;;0.00322196;kg;;;skull_filling;;;3.11;ml
Chordata;Aves;Columbiformes;Columbidae;Columba;Columba_leucomela;leucomela;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.42;kg;;;;;;420;g;;;;;;;;;;;;;;0.00237244;kg;;;skull_filling;;;2.29;ml
Chordata;Aves;Columbiformes;Columbidae;Macropygia;Macropygia_amboinensis;amboinensis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.2;kg;;;;;;200;g;;;;;;;;;;;;;;0.00154364;kg;;;skull_filling;;;1.49;ml
Chordata;Aves;Columbiformes;Columbidae;Chalcophaps;Chalcophaps_indica;indica;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.135;kg;;;;;;135;g;;;;;;;;;;;;;;0.001295;kg;;;skull_filling;;;1.25;ml
Chordata;Aves;Columbiformes;Columbidae;Phaps;Phaps_chalcoptera;chalcoptera;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.335;kg;;;;;;335;g;;;;;;;;;;;;;;0.00184408;kg;;;skull_filling;;;1.78;ml
Chordata;Aves;Columbiformes;Columbidae;Phaps;Phaps_elegans;elegans;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.205;kg;;;;;;205;g;;;;;;;;;;;;;;0.0017094;kg;;;skull_filling;;;1.65;ml
Chordata;Aves;Columbiformes;Columbidae;Phaps;Phaps_histrionica;histrionica;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.3;kg;;;;;;300;g;;;;;;;;;;;;;;0.0017094;kg;;;skull_filling;;;1.65;ml
Chordata;Aves;Columbiformes;Columbidae;Ocyphaps;Ocyphaps_lophotes;lophotes;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.19;kg;;;;;;190;g;;;;;;;;;;;;;;0.0017612;kg;;;skull_filling;;;1.7;ml
Chordata;Aves;Columbiformes;Columbidae;Geophaps;Geophaps_plumifera;plumifera;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.095;kg;;;;;;95;g;;;;;;;;;;;;;;0.00122248;kg;;;skull_filling;;;1.18;ml
Chordata;Aves;Columbiformes;Columbidae;Geophaps;Geophaps_smithii;smithii;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.205;kg;;;;;;205;g;;;;;;;;;;;;;;0.00144004;kg;;;skull_filling;;;1.39;ml
Chordata;Aves;Columbiformes;Columbidae;Petrophassa;Petrophassa_albipennis;albipennis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.125;kg;;;;;;125;g;;;;;;;;;;;;;;0.0011396;kg;;;skull_filling;;;1.1;ml
Chordata;Aves;Columbiformes;Columbidae;Geopelia;Geopelia_cuneata;cuneata;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.033;kg;;;;;;33;g;;;;;;;;;;;;;;0.00080808;kg;;;skull_filling;;;0.78;ml
Chordata;Aves;Columbiformes;Columbidae;Geopelia;Geopelia_striata;striata;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.0485;kg;;;;;;48.5;g;;;;;;;;;;;;;;0.00081844;kg;;;skull_filling;;;0.79;ml
Chordata;Aves;Columbiformes;Columbidae;Geopelia;Geopelia_humeralis;humeralis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.13;kg;;;;;;130;g;;;;;;;;;;;;;;0.00130536;kg;;;skull_filling;;;1.26;ml
Chordata;Aves;Columbiformes;Columbidae;Leucosarcia;Leucosarcia_melanoleuca;melanoleuca;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.415;kg;;;;;;415;g;;;;;;;;;;;;;;0.00249676;kg;;;skull_filling;;;2.41;ml
Chordata;Aves;Columbiformes;Columbidae;Ptilinopus;Ptilinopus_magnificus;magnificus;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.335;kg;;;;;;335;g;;;;;;;;;;;;;;0.00224812;kg;;;skull_filling;;;2.17;ml
Chordata;Aves;Columbiformes;Columbidae;Ptilinopus;Ptilinopus_superbus;superbus;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.107;kg;;;;;;107;g;;;;;;;;;;;;;;0.00112924;kg;;;skull_filling;;;1.09;ml
Chordata;Aves;Columbiformes;Columbidae;Ptilinopus;Ptilinopus_regina;regina;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.095;kg;;;;;;95;g;;;;;;;;;;;;;;0.00125356;kg;;;skull_filling;;;1.21;ml
Chordata;Aves;Columbiformes;Columbidae;Lopholaimus;Lopholaimus_antarcticus;antarcticus;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.575;kg;;;;;;575;g;;;;;;;;;;;;;;0.00280756;kg;;;skull_filling;;;2.71;ml
Chordata;Aves;Caprimulgiformes;Podargidae;Podargus;Podargus_strigoides;strigoides;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.285;kg;;;;;;285;g;;;;;;;;;;;;;;0.00503496;kg;;;skull_filling;;;4.86;ml
Chordata;Aves;Caprimulgiformes;Caprimulgidae;Eurostopodus;Eurostopodus_mystacalis;mystacalis;;1;Franklin,_Garnett,_Luck,_Gutierrez_Ibanez,_&_Iwaniuk,_2014;2014;Franklin,_D._C.,_Garnett,_S._T.,_Luck,_G._W.,_Gutierrez_Ibanez,_C.,_&_Iwaniuk,_A._N._(2014)._Relative_brain_size_in_Australian_birds._Emu,_114(2),_160_170._doi:10.1071/MU13034;0.13;kg;;;;;;130;g;;;;;;;;;;;;;;0.00137788;kg;;;skull_filling;;;1.33;ml
